Hostname;ServerFunction;IPServer;ServerStatus;SiteCode;OSName;aip_app_name;csc_status;ge_status_code;ge_status_label;ge_test_label
sabad11251;Application;10.238.37.71;Active;BAD1;linux;e-Project (TPPR);done;20;Deployed by CSC but not testable (behind FW);null
sabad11260;Application;10.238.217.112;Active;RMA1;linux;New PLM;done;20;Deployed by CSC but not testable (behind FW);ssh : time-out
sabad11530;Application;10.238.208.33;Active;BAD1;linux;Wind PLM;done;12;Deployed by CSC and GE test OK;null
sabad15022;Application;10.238.198.114;Active;RMA1;linux;DELMIA V6;done;10;Deployed by CSC but GE test KO;ssh : connection refused
sabad15031;Application;10.238.198.116;Active;RMA1;linux;DELMIA V6;done;12;Deployed by CSC and GE test OK;null
sabad18100;Application;10.238.168.254;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18439;Application;10.238.199.55;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18448;Application;10.238.199.64;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad19031-vs3;Application;10.128.78.81;Active;BAD1;SunOS;PDMOne;null;00;Not deployed by CSC;null
sabad19041-vs2;Application;10.128.78.75;Active;BAD1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19357;Application;10.238.21.87;Active;RMA1;AIX;BI4 Platform (Power)||Power max (PMX) datawarehouse (BW);done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19636;Application;10.238.142.155;Active;BAD1;SunOS;;null;00;Not deployed by CSC;null
sabad19654;Application;10.236.4.115;Active;BAD1;AIX;PMX SAP PO;done;21;Deployed by CSC and GE test on going;null
sabad19753;Application;10.238.143.225;Active;BAD1;AIX;CATIA V5;done;21;Deployed by CSC and GE test on going;null
sabad19771;Application;10.128.78.183;Active;BAD1;AIX;APC-RPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19780;Application;10.238.143.37;Active;BAD1;AIX;ASCOT;done;20;Deployed by CSC but not testable (behind FW);null
sabad19861;Application;10.238.132.61;Active;RMA1;AIX;APC-RPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad35011;Application;10.236.9.41;Active;BAD1;linux;UAMS (User Authorization Management System);done;12;Deployed by CSC and GE test OK;null
sacch10126;Application;10.239.15.6;Active;CCH1;AIX;PLM FastTrack;null;00;Not deployed by CSC;null
sacch10450;Application;10.239.25.235;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sacch15004;Application;10.237.9.25;Active;CCH1;linux;GSI - SAP ECC 6;done;20;Deployed by CSC but not testable (behind FW);null
sacch15013;Application;10.237.9.50;Active;CCH1;linux;GSI BW;done;20;Deployed by CSC but not testable (behind FW);null
sacch15022;Application;10.237.9.54;Active;CCH1;linux;GSI BO;done;20;Deployed by CSC but not testable (behind FW);null
sacch15031;Application;10.237.4.30;Active;CCH1;AIX;CHAS;null;00;Not deployed by CSC;null
sacch15103;Application;10.237.4.103;Active;CCH1;AIX;DMA-GS Quality;null;00;Not deployed by CSC;null
sacch15586;Application;10.239.55.20;Active;CCH1;linux;Nexthink;null;00;Not deployed by CSC;null
sacch15658;Application;10.239.27.58;Active;CCH1;linux;JIRA;done;12;Deployed by CSC and GE test OK;null
sacch15667;Application;10.239.27.67;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch35089;Application;10.237.9.163;Active;CCH1;linux;TEMPUS - GTA France||TEMPUS - GTA France;done;12;Deployed by CSC and GE test OK;null
sacch35101;Application;10.237.9.180;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sacch35110;Application;10.237.9.190;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
salcr10021;Application;10.23.81.223;Active;LCR1;SunOS;ANSYS;null;00;Not deployed by CSC;null
saptf10017;Application;10.22.97.19;Active;PTF1;AIX;DMA-GS Valenciennes offer;null;00;Not deployed by CSC;null
sarug21186;Utility;10.34.1.69;Active;RUG1;linux;;asking password;01;CSC not able to deploy;null
satab10012;Application;10.23.113.27;Active;TAB1;AIX;DMA-GS Tarbes;null;00;Not deployed by CSC;null
satab10021;Application;10.23.113.29;Active;TAB1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
savbn10010;Application;10.23.208.166;Active;VBN1;SunOS;IAO Solaris;null;00;Not deployed by CSC;null
savst15160;Application;10.205.132.68;Active;VST1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sbbad11290;Application;10.238.197.53;Active;RMA1;linux;POKAL||FEC||HyLife;done;12;Deployed by CSC and GE test OK;null
sbbad11362;Application;10.238.197.201;Active;RMA1;linux;InfoSystem;done;12;Deployed by CSC and GE test OK;null
sbbad19102;Application;10.238.143.44;Active;RMA1;AIX;IMACS||Plant Explorer||AEINet||DWH Sourcing||POSEIDON||DWH MSF||Parts Folio||BO XI Platform (Transport)||FRACAS reporting;null;00;Not deployed by CSC;null
sbbad19111;Application;10.238.143.111;Active;RMA1;AIX;ALISTA Valenciennes, Bucarest, Atagora, La Rochelle||Supplier & Quality Management (S&QM)||ALISTA Le Creusot, Madrid, London||Alista||ALISTA Tarbes, Charleroi, Nola;null;00;Not deployed by CSC;null
sbbad19120;Application;10.238.143.120;Active;BAD1;AIX;MVS Transport;null;00;Not deployed by CSC;null
sbcch10119;Application;10.18.0.52;Active;CCH1;linux;;done;20;Deployed by CSC but not testable (behind FW);null
sbcch10182;Application;10.239.4.167;Active;CCH1;AIX;ADEL e-TRS||Agile||CLAMP||E3Séries||ADEL Diane||ELSA||GEPS||ILS Solutions||GESDOC||SOFIA||Athena||CHRONOTIQUE||ADEL WP||TDM Le Creusot;null;00;Not deployed by CSC;null
soleil;Application;10.23.81.218;Active;LCR1;SunOS;UNIX directory NIS LCR;null;00;Not deployed by CSC;null
subdq20059;Application;10.107.148.98;Active;BDQ2;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
subor15001;Application;10.18.92.175;Active;BOR1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sucha10030;Application;10.164.170.35;Active;CHA1;AIX;Syteline - Chattanooga;null;00;Not deployed by CSC;null
suelb10028;Application;10.197.223.10;Active;ELB1;linux;;null;00;Not deployed by CSC;null
sujpt10001;Application;10.167.23.103;Active;JPT1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
suric15002;Application;10.160.11.18;Active;RIC1;linux;Managed File Transfer;password prompt;01;CSC not able to deploy;null
txser01;Application;10.192.195.64;Active;RID1;AIX;CCDRAFT;null;00;Not deployed by CSC;null
vpf;Utility;10.23.71.190;Active;PTF1;linux;;done;12;Deployed by CSC and GE test OK;null
balor;Application;10.34.114.246;Active;RUG1;SunOS;;null;00;Not deployed by CSC;null
ibm60s;Application;10.197.128.160;Active;ELB1;AIX;Other CAD/CAM;done;10;Deployed by CSC but GE test KO;"netstat Ko : ksh: sudo:  not found. |; lsof Ko : no lsof found |; crontab Ok"
joule;Application;10.255.150.140;Active;CCH1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
kelvin;Application;10.255.150.200;Active;CCH1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
lic139;Application;10.238.146.139;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic148;Application;10.238.146.154;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic157;Application;10.238.146.163;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
manille;Application;10.79.3.17;Active;CRL1;HP-UX;COMPILATORS;null;00;Not deployed by CSC;null
ns0;Application;10.34.2.65;Active;RUG1;linux;;done;12;Deployed by CSC and GE test OK;null
paris;Application;10.79.3.9;Active;CRL1;HP-UX;COMPILATORS;null;00;Not deployed by CSC;null
sabad10109;Application;10.128.30.114;Active;BAD1;linux;;null;00;Not deployed by CSC;null
sabad10217;Application;10.238.14.217;Active;BAD1;linux;Bonga||GridFusion||Inoveyou||Weekly Volumes Viewer;done;10;Deployed by CSC but GE test KO;ssh : password
sabad10811;Application;10.238.141.50;Active;RMA1;linux;Datastage Platform (Corporate);done;12;Deployed by CSC and GE test OK;null
sabad11135;Application;10.238.37.50;Active;BAD1;linux;E-Project Project||Transport Reference Tables||E-Project Tender;done;20;Deployed by CSC but not testable (behind FW);null
sabad11153;Application;10.238.196.60;Active;BAD1;linux;PCDMS;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ok; crontab Ko : bash: /usr/bin/crontab: Permission denied"
sabad11261;Application;10.238.217.141;Active;RMA1;linux;New PLM;done;20;Deployed by CSC but not testable (behind FW);ssh : time-out
sabad11315;Application;10.238.198.150;Active;BAD1;linux;;done;12;Deployed by CSC and GE test OK;null
sabad11360;Application;10.238.217.85;Active;BAD1;linux;GRC;done;12;Deployed by CSC and GE test OK;null
sabad11414;Application;10.238.196.220;Active;BAD1;linux;MDM Platform;done;12;Deployed by CSC and GE test OK;null
sabad11441;Application;10.238.38.79;Active;BAD1;linux;ALISTA France||Alista||Alista;done;10;Deployed by CSC but GE test KO;ssh : no route to host
sabad11504;Application;10.238.206.90;Active;BAD1;linux;SUMO||MTA;done;12;Deployed by CSC and GE test OK;null
sabad11531;Application;10.238.208.34;Active;BAD1;linux;Wind PLM;done;12;Deployed by CSC and GE test OK;null
sabad15014;Application;10.238.37.80;Active;BAD1;linux;GForge;done;12;Deployed by CSC and GE test OK;null
sabad15023;Application;10.238.198.100;Active;RMA1;linux;DELMIA V6;done;12;Deployed by CSC and GE test OK;null
sabad15032;Application;10.238.198.117;Active;RMA1;linux;DELMIA V6;done;12;Deployed by CSC and GE test OK;null
sabad18101;Application;10.238.168.11;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18110;Application;10.238.168.20;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18200;Application;10.238.164.254;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad19010;Application;10.238.142.88;Active;BAD1;SunOS;HyLife;null;00;Not deployed by CSC;null
sabad19031-vs4;Application;10.128.78.82;Active;BAD1;SunOS;;null;00;Not deployed by CSC;null
sabad19041-vs3;Application;10.128.78.76;Active;BAD1;SunOS;;null;00;Not deployed by CSC;null
sabad19097;Application;10.238.142.49;Active;BAD1;SunOS;SECAD;null;00;Not deployed by CSC;null
sabad19100;Application;10.128.72.50;Active;BAD1;AIX;PMX Sabrix;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ko : crontab: 0481-109 You are not authorized to use the cron command."
sabad19196;Application;10.238.142.34;Active;BAD1;SunOS;;null;00;Not deployed by CSC;null
sabad19358;Application;10.238.21.88;Active;RMA1;AIX;BI4 Platform (Power)||Power max (PMX) datawarehouse (BW);done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19754;Application;10.238.143.226;Active;BAD1;AIX;CATIA V5;done;21;Deployed by CSC and GE test on going;null
sabad19781;Application;10.238.143.107;Active;BAD1;AIX;TRT SAP PI;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : Password: |; crontab Ok"
sabad19862;Application;10.238.132.62;Active;RMA1;AIX;APC-RPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19961;Application;10.238.132.20;Active;RMA1;AIX;APC-RPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad35012;Application;10.236.9.35;Active;BAD1;linux;GSI - SAP ECC 6||GSI DOLLAR UNIVERSE;done;12;Deployed by CSC and GE test OK;null
sabad35021;Application;10.236.9.66;Active;BAD1;linux;GSI - SAP ECC 6;done;10;Deployed by CSC but GE test KO;ssh : connection refused
sacch10172;Application;10.239.4.162;Active;CCH1;linux;My IT Portal||SSO||Central Account Directory (CAD);done;12;Deployed by CSC and GE test OK;null
sacch10334;Application;10.239.4.240;Active;CCH1;SunOS;CLAMP||ILS Solutions;null;00;Not deployed by CSC;null
sacch10424;Application;10.239.15.12;Active;CCH1;linux;Lisa;done;12;Deployed by CSC and GE test OK;null
sacch10451;Application;10.239.25.236;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sacch10460;Application;10.239.25.137;Active;CCH1;SunOS;CLAMP||ILS Solutions;null;00;Not deployed by CSC;null
sacch10820;Application;10.239.4.130;Active;CCH1;SunOS;HERMES;null;00;Not deployed by CSC;null
sacch15005;Application;10.237.9.26;Active;CCH1;linux;GSI - SAP ECC 6;done;20;Deployed by CSC but not testable (behind FW);null
sacch15023;Application;10.237.9.55;Active;CCH1;linux;GSI BW||GSI BO;done;20;Deployed by CSC but not testable (behind FW);null
sacch15032;Application;10.237.4.31;Active;CCH1;AIX;CHAS;null;00;Not deployed by CSC;null
sacch15050;Application;10.237.4.48;Active;CCH1;AIX;ALPS PeopleSoft & Global Directory;null;00;Not deployed by CSC;null
sacch15104;Application;10.237.4.69;Active;CCH1;AIX;;null;00;Not deployed by CSC;null
sacch15569;Application;10.239.4.207;Active;CCH1;linux;ADEL e-TRS||ADEL WP;done;20;Deployed by CSC but not testable (behind FW);null
sacch15587;Application;10.239.55.21;Active;CCH1;linux;Nexthink;null;00;Not deployed by CSC;null
sacch15596;Application;10.239.27.19;Active;CCH1;linux;Pulse||Firewall||Network Connect;null;00;Not deployed by CSC;null
sacch15668;Application;10.239.27.68;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch15857;Application;10.23.4.96;Active;CCH1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sacch35102;Application;10.237.9.181;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sacrl15040;Application;10.79.2.24;Active;CRL1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
saguc15002;Application;10.255.250.198;Active;GUC1;AIX;Alt@is (GRID Global ERP);null;00;Not deployed by CSC;null
salcr10004;Application;10.23.81.229;Active;LCR1;SunOS;SOFIA||SOFIA;null;00;Not deployed by CSC;null
salrh10020;Application;10.23.97.127;Active;LRH1;SunOS;ClearCase;null;00;Not deployed by CSC;null
sarug11782;Application;10.39.0.148;Active;RUG1;linux;;done;12;Deployed by CSC and GE test OK;null
satab10022;Application;10.23.113.30;Active;TAB1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sbbad11291;Application;10.238.197.54;Active;RMA1;linux;IMACS||APC-RPDM;done;12;Deployed by CSC and GE test OK;null
sbbad11363;Application;10.238.197.202;Active;BAD1;linux;SICOS||AES||TeamTrack||TAG;done;12;Deployed by CSC and GE test OK;null
sbbad16151;Application;10.236.4.151;Active;BAD1;AIX;Wind PLM;null;00;Not deployed by CSC;null
sbbad16160;Application;10.236.4.160;Active;RMA1;AIX;DIP Global (Basware);null;00;Not deployed by CSC;null
sbbad19112;Application;10.238.143.52;Active;RMA1;AIX;e-Temptation Thermal Systems Belfort||e-Temptation Thermal Systems Belfort||PMS||Aligator||e-Temptation Thermal Service France||e-Temptation Thermal Service France||Plant Explorer||TLS-TT||POSEIDON||SECAD||e-Temptation Renewable France||e-Temptation Renewable France||PDMOne||e-Temptation Thermal PAC Ludres||e-Temptation Thermal PAC Ludres;null;00;Not deployed by CSC;null
sbbad19121;Application;10.238.143.54;Active;BAD1;AIX;Bonga||GridFusion (Reporting)||GridFusion||Inoveyou||TERANGA - Census||AEINet||APC-RPDM||Parts Folio||Parts Folio||Parts Folio||Parts Folio||Power Source by CSC - Business Intelligence (FRFAPWSR-7IOHD)||Power Source by CSC - Business Intelligence (FRFAPWSR-7IOHD)||Weekly Volumes Viewer;null;00;Not deployed by CSC;null
sbbad19130;Application;10.238.207.130;Active;BAD1;AIX;TERANGA - Finance;null;00;Not deployed by CSC;null
sbwin1oras;Application;10.164.119.52;Active;WND1;linux;Aware (DocKit)||webPBOM||Teamcenter Enterprise;done;12;Deployed by CSC and GE test OK;null
sdbad19504;Application;10.238.143.34;Active;RMA1;AIX;ADEL SAS||EAI Base Platform;null;00;Not deployed by CSC;null
sucrl1nim1;Application;10.79.2.53;Active;CRL1;AIX;DMA_GS_Catia / 3DCOM = 100% Part of AIX infrastructure within SUCRL1POWER1 Physical host;null;00;Not deployed by CSC;null
sukar15001;Application;10.218.10.87;Active;KAR1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
tcebav10;Application;10.128.76.220;Active;BAD1;HP-UX;;null;00;Not deployed by CSC;null
erp-p47-s1;Application;10.128.72.164;Active;RMA1;AIX;SAP CH;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
lic149;Application;10.238.146.155;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
mach;Application;10.255.150.143;Active;CCH1;AIX;ISIS  - SAP SRM||Supplier Relationship Management SAP;done;11;Deployed by CSC and GE test OK;null
oradwh1;Application;10.255.250.104;Active;GUC1;AIX;Infra INFORMATICA (Platform)||BO XI GRID;done;11;Deployed by CSC and GE test OK;null
osi2004;Application;10.23.97.35;Active;LRH1;SunOS;DDSC;null;00;Not deployed by CSC;null
sabad10119;Application;10.128.30.122;Active;BAD1;linux;;culdn't connect;01;CSC not able to deploy;null
sabad10146;Application;10.128.30.237;Active;BAD1;linux;;culdn't connect;01;CSC not able to deploy;null
sabad10155;Application;10.238.14.155;Active;BAD1;linux;Hydro Costing Tool (HCT)||GridFusion||INSIGHTER||Ulysse;culdn't connect;01;CSC not able to deploy;null
sabad10614;Application;10.238.125.214;Active;BAD1;linux;DocCommander;done;12;Deployed by CSC and GE test OK;null
sabad10650;Application;10.238.142.150;Active;RMA1;linux;ADEL e-TRS||Datastage Platform (Transport)||ADEL WP;done;12;Deployed by CSC and GE test OK;null
sabad10803;Application;10.238.14.83;Active;BAD1;linux;AUtube;done;12;Deployed by CSC and GE test OK;null
sabad11055;Application;10.238.101.140;Active;RMA1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad11154;Application;10.238.196.61;Active;BAD1;linux;PCDMS;done;12;Deployed by CSC and GE test OK;null
sabad11172;Application;10.238.196.172;Active;BAD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sabad11190;Application;10.238.41.90;Active;BAD1;linux;JIRA;done;12;Deployed by CSC and GE test OK;null
sabad11217;Application;10.238.206.217;Active;RMA1;linux;MDM Platform;done;12;Deployed by CSC and GE test OK;null
sabad11262;Application;10.238.217.142;Active;RMA1;linux;New PLM;done;10;Deployed by CSC but GE test KO;ssh : no route to host
sabad11307;Application;10.238.196.177;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;12;Deployed by CSC and GE test OK;null
sabad11415;Application;10.238.196.221;Active;BAD1;linux;MDM Platform;done;12;Deployed by CSC and GE test OK;null
sabad11532;Application;10.238.208.35;Active;BAD1;linux;Wind PLM;done;12;Deployed by CSC and GE test OK;null
sabad15024;Application;10.238.198.101;Active;RMA1;linux;DELMIA V6;done;12;Deployed by CSC and GE test OK;null
sabad16140;Application;10.238.220.140;Active;RMA1;AIX;Powermax;done;21;Deployed by CSC and GE test on going;null
sabad18102;Application;10.238.168.12;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18111;Application;10.238.168.21;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18120;Application;10.238.168.30;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18201;Application;10.238.164.11;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18210;Application;10.238.164.20;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18300;Application;10.238.168.200;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad19020;Application;10.128.72.252;Active;BAD1;linux;Video Service AT;done;20;Deployed by CSC but not testable (behind FW);null
sabad19041-vs4;Application;10.128.78.77;Active;BAD1;SunOS;;null;00;Not deployed by CSC;null
sabad19098;Application;10.238.142.48;Active;RMA1;SunOS;PDMOne;null;00;Not deployed by CSC;null
sabad19101;Application;10.238.21.106;Active;BAD1;AIX;Powermax;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19200;Application;10.128.72.52;Active;BAD1;AIX;Powermax;done;10;Deployed by CSC but GE test KO;"netstat Ko : Sorry, sudo must be setuid root. |; lsof Ko : no lsof found |; crontab Ok"
sabad19269;Application;10.238.142.124;Active;BAD1;SunOS;POSEIDON;null;00;Not deployed by CSC;null
sabad19755;Application;10.238.143.227;Active;BAD1;AIX;CATIA V5;done;21;Deployed by CSC and GE test on going;null
sabad19773;Application;10.128.78.185;Active;BAD1;AIX;APC-RPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19962;Application;10.238.132.21;Active;RMA1;AIX;APC-RPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad35013;Application;10.236.9.42;Active;BAD1;linux;GSI - SAP ECC 6;done;12;Deployed by CSC and GE test OK;null
sabad35040;Application;10.238.101.190;Active;BAD1;linux;Wind PLM;done;12;Deployed by CSC and GE test OK;null
sacch10173;Application;10.239.4.156;Active;CCH1;linux;My IT Portal||SSO||Central Account Directory (CAD);done;12;Deployed by CSC and GE test OK;null
sacch10425;Application;10.239.14.9;Active;CCH1;linux;International Network Database AT||Ethics & Compliance Database AT||SOL (Sourcing on line)||Country & Tax database AT;done;20;Deployed by CSC but not testable (behind FW);null
sacch10452;Application;10.239.25.250;Active;CCH1;linux;SMOOTH;done;12;Deployed by CSC and GE test OK;null
sacch10506;Application;10.239.15.22;Active;CCH1;AIX;PLM FastTrack||PLM FastTrack;null;00;Not deployed by CSC;null
sacch10542;Application;10.239.55.23;Active;CCH1;linux;Nexthink;done;10;Deployed by CSC but GE test KO;ssh : password
sacch15015;Application;10.237.9.51;Active;CCH1;linux;GSI - SAP ECC 6;done;12;Deployed by CSC and GE test OK;null
sacch15024;Application;10.237.9.56;Active;CCH1;linux;GSI BW;done;20;Deployed by CSC but not testable (behind FW);null
sacch15033;Application;10.237.4.32;Active;CCH1;AIX;CHAS;null;00;Not deployed by CSC;null
sacch15051;Application;10.237.4.49;Active;CCH1;AIX;ALPS PeopleSoft & Global Directory;null;00;Not deployed by CSC;null
sacch15060;Application;10.237.4.60;Active;CCH1;AIX;IMAGINE 1;null;00;Not deployed by CSC;null
sacch15669;Application;10.239.27.69;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch15858;Application;10.23.4.99;Active;CCH1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sacch35103;Application;10.237.9.182;Active;CCH1;linux;My IT Portal;done;12;Deployed by CSC and GE test OK;null
sacrl10037;Application;10.79.2.230;Active;CRL1;linux;ELSA;done;12;Deployed by CSC and GE test OK;null
sacrl15041;Application;10.79.2.25;Active;CRL1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
saguc15003;Application;10.255.250.199;Active;GUC1;AIX;Alt@is (GRID Global ERP);null;00;Not deployed by CSC;null
salrh10021;Application;10.23.97.75;Active;LRH1;linux;;done;12;Deployed by CSC and GE test OK;null
saous10041;Application;10.23.4.209;Active;CCH1;linux;DAS Cecilia;done;12;Deployed by CSC and GE test OK;null
sarug11468;Application;10.34.114.249;Active;RUG1;SunOS;Oracle Financials 11i;null;00;Not deployed by CSC;null
sassg20019;Application;10.115.48.19;Active;SSG1;SunOS;DMA-GS Sesto||ALTIRIS for DCO;null;00;Not deployed by CSC;null
satrc15001;Application;10.92.2.43;Active;TRC1;linux;Etika;done;12;Deployed by CSC and GE test OK;null
savbn10021;Application;10.23.208.44;Active;VBN1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sbbad16161;Application;10.236.4.161;Active;RMA1;AIX;DIP Global (Basware);null;00;Not deployed by CSC;null
sbbad19113;Application;10.238.143.53;Active;RMA1;AIX;MDM Platform||MDM Platform||EAI Base Platform||EAI Base Platform||EAI Base Platform||APC VPDM;null;00;Not deployed by CSC;null
sbbad19122;Application;10.238.143.55;Active;BAD1;AIX;E-Project Tender||INSIGHTER||E-Project Project||Transport Reference Tables||GESPER||GESPER||RVR TIC Apllication||RVR TIC Apllication||MERCURY||MERCURY;null;00;Not deployed by CSC;null
sbbad19131;Application;10.238.207.131;Active;BAD1;AIX;TERANGA - Finance;null;00;Not deployed by CSC;null
sbbad19140;Application;10.238.207.73;Active;BAD1;AIX;;null;00;Not deployed by CSC;null
sbcch10184;Application;10.239.4.164;Active;CCH1;AIX;PLM FastTrack||PLM FastTrack;null;00;Not deployed by CSC;null
sbcch10454;Application;10.239.25.245;Active;CCH1;AIX;TEMPUS - GTA France||Teranga Census AT||Livelink||ALISTA France||Alista||Mis Marques;null;00;Not deployed by CSC;null
sbcch15080;Application;10.237.4.80;Active;CCH1;AIX;KTP Cash Flow Marché||KTP Cash Flow Marché (Reporting);null;00;Not deployed by CSC;null
sokar;Application;10.23.4.125;Active;CCH1;SunOS;Support&Hosting Petites applications métier OUS;null;00;Not deployed by CSC;null
subcn15001;Application;10.153.6.152;Active;BCN4;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sucrl13dc1;Application;10.79.2.50;Active;CRL1;AIX;DMA-GS Charleroi;null;00;Not deployed by CSC;null
suelb10018-1;Application;10.197.128.143;Active;ELB1;AIX;Ofertacja PSC - ALSC PL;null;00;Not deployed by CSC;null
susrd15001;Application;10.34.128.35;Active;SRD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
suwin1wbspdz;Application;10.160.49.17;Active;WND1;linux;SupplierNet;null;00;Not deployed by CSC;null
suwnd10001;Application;10.164.119.130;Active;WND1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
suwuh15001;Application;10.99.163.209;Active;WUH1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
ugs-neh;Application;10.128.30.90;Active;BAD1;linux;Siemens Unigraphics NX6;done;10;Deployed by CSC but GE test KO;ssh : password
ultra11;Application;10.79.2.154;Active;CRL1;SunOS;CADDS License control BE||Archives Scanned Plans;null;00;Not deployed by CSC;null
v480;Application;10.23.67.23;Active;PTF1;SunOS;METAPROD;null;00;Not deployed by CSC;null
vpmwork11;Application;10.128.79.247;Active;BAD1;AIX;;null;00;Not deployed by CSC;null
ban;Application;10.218.119.20;Active;KAR1;AIX;Baan - Karlovac - HR;done;10;Deployed by CSC but GE test KO;"netstat Ko : ksh: sudo:  not found. |; lsof Ko : ksh: sudo:  not found. |; crontab Ok"
ceylan;Application;10.239.4.211;Active;CCH1;SunOS;SOFIA||GEODE PDM;null;00;Not deployed by CSC;null
columbo;Application;10.79.3.4;Active;CRL1;SunOS;ClearCase;null;00;Not deployed by CSC;null
conix;Application;10.23.48.110;Active;CCH1;HP-UX;Support&Hosting Petites applications métier OUS;null;00;Not deployed by CSC;null
egaprod;Application;10.23.97.73;Active;LRH1;SunOS;LRH - Intranet;null;00;Not deployed by CSC;null
erp-p47-s2;Application;10.128.72.173;Active;RMA1;AIX;SAP CH;done;11;Deployed by CSC and GE test OK;null
hoder;Application;10.255.150.42;Active;CCH1;AIX;;done;20;Deployed by CSC but not testable (behind FW);null
